timestamp,machine_id,temperature,vibration,pressure,rpm,maintenance_notes,failure_label
2026-08-01 07:00:00,MCH-104,65.73,4.67,89.9,1866.4,Routine check completed. Parameters normal.,0
2026-08-01 07:15:00,MCH-104,72.16,4.73,104.18,1838.1,Routine check completed. Parameters normal.,0
2026-08-01 07:30:00,MCH-101,69.18,3.95,87.47,1941.89,Routine check completed. Parameters normal.,0
2026-08-01 07:45:00,MCH-101,75.98,4.41,132.18,1712.9,Routine check completed. Parameters normal.,0
2026-08-01 08:00:00,MCH-104,102.78,4.96,82.19,1902.62,Critical anomaly detected! Maintenance needed.,1
2026-08-01 08:15:00,MCH-102,52.59,1.93,104.65,1748.09,Routine check completed. Parameters normal.,0
2026-08-01 08:30:00,MCH-102,83.24,2.48,109.51,1947.76,Elevated sensor readings observed.,0
2026-08-01 08:45:00,MCH-101,55.65,5.61,106.21,1923.07,Routine check completed. Parameters normal.,0
2026-08-01 09:00:00,MCH-104,69.34,4.76,97.22,1612.91,Routine check completed. Parameters normal.,0
2026-08-01 09:15:00,MCH-101,88.07,4.22,98.05,2017.2,Elevated sensor readings observed.,0
2026-08-01 09:30:00,MCH-101,75.77,4.53,100.66,1692.81,Routine check completed. Parameters normal.,0
2026-08-01 09:45:00,MCH-103,62.07,5.02,97.79,1961.61,Routine check completed. Parameters normal.,0
2026-08-01 10:00:00,MCH-103,66.42,3.69,114.46,1873.46,Routine check completed. Parameters normal.,0
2026-08-01 10:15:00,MCH-103,83.16,3.33,133.16,2167.64,Elevated sensor readings observed.,0
2026-08-01 10:30:00,MCH-102,66.24,4.79,91.64,1755.31,Routine check completed. Parameters normal.,0
2026-08-01 10:45:00,MCH-104,77.6,3.03,79.45,1730.14,Routine check completed. Parameters normal.,0
2026-08-01 11:00:00,MCH-104,75.55,5.11,98.68,1796.12,Routine check completed. Parameters normal.,0
2026-08-01 11:15:00,MCH-104,67.18,1.95,138.7,1739.36,Routine check completed. Parameters normal.,0
2026-08-01 11:30:00,MCH-104,100.73,6.04,87.94,1959.99,Critical anomaly detected! Maintenance needed.,1
2026-08-01 11:45:00,MCH-103,82.61,5.21,124.59,1476.74,Routine check completed. Parameters normal.,0
2026-08-01 12:00:00,MCH-102,50.7,4.88,125.17,1589.26,Routine check completed. Parameters normal.,0
2026-08-01 12:15:00,MCH-102,77.24,5.97,91.7,1586.44,Elevated sensor readings observed.,0
2026-08-01 12:30:00,MCH-103,67.06,7.0,108.53,1990.06,Elevated sensor readings observed.,0
2026-08-01 12:45:00,MCH-102,85.23,6.02,124.43,2142.12,Elevated sensor readings observed.,0
2026-08-01 13:00:00,MCH-103,65.49,1.74,94.31,1779.11,Routine check completed. Parameters normal.,0
2026-08-01 13:15:00,MCH-104,73.62,2.58,96.95,1766.24,Routine check completed. Parameters normal.,0
2026-08-01 13:30:00,MCH-103,81.06,3.56,91.27,1814.01,Routine check completed. Parameters normal.,0
2026-08-01 13:45:00,MCH-104,85.39,4.54,84.78,2032.38,Elevated sensor readings observed.,0
2026-08-01 14:00:00,MCH-104,60.6,5.28,90.26,1614.53,Routine check completed. Parameters normal.,0
2026-08-01 14:15:00,MCH-101,70.99,3.41,81.64,1847.67,Routine check completed. Parameters normal.,0
2026-08-01 14:30:00,MCH-103,69.3,4.78,100.51,1995.04,Routine check completed. Parameters normal.,0
2026-08-01 14:45:00,MCH-101,67.16,3.37,88.45,1900.22,Routine check completed. Parameters normal.,0
2026-08-01 15:00:00,MCH-103,96.19,3.58,103.51,1837.92,Critical anomaly detected! Maintenance needed.,1
2026-08-01 15:15:00,MCH-103,79.86,2.39,76.66,2000.21,Routine check completed. Parameters normal.,0
2026-08-01 15:30:00,MCH-101,59.87,3.12,104.96,1259.35,Routine check completed. Parameters normal.,0
2026-08-01 15:45:00,MCH-101,86.01,2.47,112.5,1935.58,Elevated sensor readings observed.,0
2026-08-01 16:00:00,MCH-103,100.47,3.04,70.09,1669.18,Critical anomaly detected! Maintenance needed.,1
2026-08-01 16:15:00,MCH-102,87.39,6.08,105.61,1433.87,Elevated sensor readings observed.,0
2026-08-01 16:30:00,MCH-104,56.77,3.08,118.42,1902.24,Routine check completed. Parameters normal.,0
2026-08-01 16:45:00,MCH-101,69.19,8.45,81.86,2074.73,Critical anomaly detected! Maintenance needed.,1
2026-08-01 17:00:00,MCH-104,90.2,5.24,125.09,1772.51,Elevated sensor readings observed.,0
2026-08-01 17:15:00,MCH-102,66.51,4.78,106.29,1990.57,Routine check completed. Parameters normal.,0
2026-08-01 17:30:00,MCH-102,80.33,3.21,89.42,2122.46,Routine check completed. Parameters normal.,0
2026-08-01 17:45:00,MCH-102,84.3,5.55,99.16,2062.98,Elevated sensor readings observed.,0
2026-08-01 18:00:00,MCH-101,63.88,3.64,108.37,2127.99,Routine check completed. Parameters normal.,0
2026-08-01 18:15:00,MCH-102,74.29,4.68,101.14,1948.43,Routine check completed. Parameters normal.,0
2026-08-01 18:30:00,MCH-101,36.1,8.34,108.08,1815.09,Critical anomaly detected! Maintenance needed.,1
2026-08-01 18:45:00,MCH-102,62.71,4.36,86.19,1479.61,Routine check completed. Parameters normal.,0
2026-08-01 19:00:00,MCH-104,71.97,6.22,102.54,1750.79,Elevated sensor readings observed.,0
2026-08-01 19:15:00,MCH-104,60.03,3.45,78.79,1631.35,Routine check completed. Parameters normal.,0
2026-08-01 19:30:00,MCH-103,94.59,4.45,98.33,2234.19,Critical anomaly detected! Maintenance needed.,1
2026-08-01 19:45:00,MCH-104,57.84,7.16,86.44,1764.82,Elevated sensor readings observed.,0
2026-08-01 20:00:00,MCH-103,69.72,3.56,88.97,1824.64,Routine check completed. Parameters normal.,0
2026-08-01 20:15:00,MCH-104,76.57,7.22,118.54,1910.3,Critical anomaly detected! Maintenance needed.,1
2026-08-01 20:30:00,MCH-101,92.3,5.56,116.37,1808.72,Critical anomaly detected! Maintenance needed.,1
2026-08-01 20:45:00,MCH-104,57.77,3.66,109.14,2139.01,Routine check completed. Parameters normal.,0
2026-08-01 21:00:00,MCH-103,88.96,5.45,83.62,1675.47,Elevated sensor readings observed.,0
2026-08-01 21:15:00,MCH-103,75.12,5.96,95.25,1838.92,Elevated sensor readings observed.,0
2026-08-01 21:30:00,MCH-102,63.22,5.43,118.2,1651.51,Routine check completed. Parameters normal.,0
2026-08-01 21:45:00,MCH-101,80.55,2.14,102.13,1536.0,Routine check completed. Parameters normal.,0
2026-08-01 22:00:00,MCH-104,77.39,3.41,134.79,1677.65,Routine check completed. Parameters normal.,0
2026-08-01 22:15:00,MCH-102,67.8,4.13,105.9,1792.59,Routine check completed. Parameters normal.,0
2026-08-01 22:30:00,MCH-104,75.84,4.39,102.88,1714.14,Routine check completed. Parameters normal.,0
2026-08-01 22:45:00,MCH-104,70.38,5.43,95.36,1661.52,Routine check completed. Parameters normal.,0
2026-08-01 23:00:00,MCH-102,76.36,4.77,102.0,1518.74,Routine check completed. Parameters normal.,0
2026-08-01 23:15:00,MCH-102,82.95,2.5,97.71,1783.38,Routine check completed. Parameters normal.,0
2026-08-01 23:30:00,MCH-102,94.03,5.07,110.62,1499.06,Critical anomaly detected! Maintenance needed.,1
2026-08-01 23:45:00,MCH-102,60.15,5.42,114.35,1952.01,Routine check completed. Parameters normal.,0
2026-08-02 00:00:00,MCH-102,100.6,5.34,88.21,1816.49,Critical anomaly detected! Maintenance needed.,1
2026-08-02 00:15:00,MCH-104,51.57,6.12,80.03,1508.49,Elevated sensor readings observed.,0
2026-08-02 00:30:00,MCH-102,73.18,5.75,72.46,1738.16,Critical anomaly detected! Maintenance needed.,1
2026-08-02 00:45:00,MCH-101,82.06,5.19,107.62,1649.57,Routine check completed. Parameters normal.,0
2026-08-02 01:00:00,MCH-103,78.37,4.39,83.45,1863.83,Routine check completed. Parameters normal.,0
2026-08-02 01:15:00,MCH-102,67.53,2.01,67.71,2068.09,Critical anomaly detected! Maintenance needed.,1
2026-08-02 01:30:00,MCH-102,72.5,5.14,105.83,1424.97,Routine check completed. Parameters normal.,0
2026-08-02 01:45:00,MCH-104,69.08,4.81,137.39,1823.01,Routine check completed. Parameters normal.,0
2026-08-02 02:00:00,MCH-102,67.93,4.91,99.91,1767.97,Routine check completed. Parameters normal.,0
2026-08-02 02:15:00,MCH-102,85.2,2.58,112.58,1934.27,Elevated sensor readings observed.,0
2026-08-02 02:30:00,MCH-102,79.28,2.88,101.23,1842.64,Routine check completed. Parameters normal.,0
2026-08-02 02:45:00,MCH-104,66.69,6.08,98.52,1649.61,Elevated sensor readings observed.,0
2026-08-02 03:00:00,MCH-102,85.8,4.44,113.79,1736.19,Elevated sensor readings observed.,0
2026-08-02 03:15:00,MCH-103,78.69,5.52,95.65,1640.79,Routine check completed. Parameters normal.,0
2026-08-02 03:30:00,MCH-104,84.75,4.54,104.01,2015.2,Elevated sensor readings observed.,0
2026-08-02 03:45:00,MCH-103,82.56,4.54,104.83,1804.26,Routine check completed. Parameters normal.,0
2026-08-02 04:00:00,MCH-104,65.05,5.91,89.98,2180.24,Elevated sensor readings observed.,0
2026-08-02 04:15:00,MCH-102,68.28,3.73,114.88,1787.87,Routine check completed. Parameters normal.,0
2026-08-02 04:30:00,MCH-103,83.97,4.64,97.38,1658.32,Elevated sensor readings observed.,0
2026-08-02 04:45:00,MCH-104,82.32,3.81,88.66,1497.26,Routine check completed. Parameters normal.,0
2026-08-02 05:00:00,MCH-101,74.75,3.85,108.05,1439.37,Routine check completed. Parameters normal.,0
2026-08-02 05:15:00,MCH-102,76.41,4.04,86.52,1483.17,Routine check completed. Parameters normal.,0
2026-08-02 05:30:00,MCH-104,90.33,4.83,100.42,1853.43,Elevated sensor readings observed.,0
2026-08-02 05:45:00,MCH-101,67.9,3.78,99.86,1901.75,Routine check completed. Parameters normal.,0
2026-08-02 06:00:00,MCH-104,81.57,6.38,116.29,1483.76,Elevated sensor readings observed.,0
2026-08-02 06:15:00,MCH-101,72.57,3.16,107.12,1979.01,Routine check completed. Parameters normal.,0
2026-08-02 06:30:00,MCH-102,72.39,4.22,99.62,1703.39,Routine check completed. Parameters normal.,0
2026-08-02 06:45:00,MCH-103,88.19,3.84,112.27,1829.36,Elevated sensor readings observed.,0
2026-08-02 07:00:00,MCH-101,84.9,6.67,120.85,2122.44,Elevated sensor readings observed.,0
2026-08-02 07:15:00,MCH-104,84.76,4.79,108.37,1979.37,Elevated sensor readings observed.,0
2026-08-02 07:30:00,MCH-102,90.67,6.05,100.16,1746.29,Elevated sensor readings observed.,0
2026-08-02 07:45:00,MCH-101,75.25,2.27,80.32,1621.76,Routine check completed. Parameters normal.,0
2026-08-02 08:00:00,MCH-104,83.18,4.9,84.02,1369.64,Elevated sensor readings observed.,0
2026-08-02 08:15:00,MCH-104,71.28,5.83,95.42,1656.17,Elevated sensor readings observed.,0
2026-08-02 08:30:00,MCH-104,78.89,4.62,90.86,1757.77,Routine check completed. Parameters normal.,0
2026-08-02 08:45:00,MCH-101,73.44,6.1,97.2,1602.56,Elevated sensor readings observed.,0
2026-08-02 09:00:00,MCH-101,76.16,3.72,100.85,1773.75,Routine check completed. Parameters normal.,0
2026-08-02 09:15:00,MCH-101,82.14,6.61,107.95,1815.37,Elevated sensor readings observed.,0
2026-08-02 09:30:00,MCH-103,65.18,7.95,98.94,1755.03,Critical anomaly detected! Maintenance needed.,1
2026-08-02 09:45:00,MCH-101,100.11,3.96,107.3,1670.0,Critical anomaly detected! Maintenance needed.,1
2026-08-02 10:00:00,MCH-101,62.93,3.83,100.97,1833.73,Routine check completed. Parameters normal.,0
2026-08-02 10:15:00,MCH-101,60.43,6.68,70.37,1888.39,Critical anomaly detected! Maintenance needed.,1
2026-08-02 10:30:00,MCH-103,88.9,6.87,85.91,1581.92,Elevated sensor readings observed.,0
2026-08-02 10:45:00,MCH-101,84.5,3.72,97.84,2082.19,Elevated sensor readings observed.,0
2026-08-02 11:00:00,MCH-104,82.49,3.87,81.85,1780.28,Routine check completed. Parameters normal.,0
2026-08-02 11:15:00,MCH-101,82.54,4.08,109.0,1803.77,Routine check completed. Parameters normal.,0
2026-08-02 11:30:00,MCH-104,74.85,2.48,122.96,1941.64,Routine check completed. Parameters normal.,0
2026-08-02 11:45:00,MCH-104,64.23,3.12,118.28,1846.64,Routine check completed. Parameters normal.,0
2026-08-02 12:00:00,MCH-104,75.91,2.99,96.8,1990.63,Routine check completed. Parameters normal.,0
2026-08-02 12:15:00,MCH-103,66.87,3.35,122.36,1857.42,Routine check completed. Parameters normal.,0
2026-08-02 12:30:00,MCH-103,86.7,4.45,102.23,1677.51,Elevated sensor readings observed.,0
2026-08-02 12:45:00,MCH-103,73.24,4.85,94.94,1872.3,Routine check completed. Parameters normal.,0
2026-08-02 13:00:00,MCH-101,65.09,6.83,90.8,1571.25,Elevated sensor readings observed.,0
2026-08-02 13:15:00,MCH-104,71.14,3.0,95.46,1821.71,Routine check completed. Parameters normal.,0
2026-08-02 13:30:00,MCH-103,79.96,5.98,94.18,1793.35,Elevated sensor readings observed.,0
2026-08-02 13:45:00,MCH-103,68.24,4.18,102.56,1758.38,Routine check completed. Parameters normal.,0
2026-08-02 14:00:00,MCH-101,65.13,4.43,102.41,1774.29,Routine check completed. Parameters normal.,0
2026-08-02 14:15:00,MCH-103,77.92,5.51,100.05,1423.63,Routine check completed. Parameters normal.,0
2026-08-02 14:30:00,MCH-101,77.94,2.82,106.55,1690.26,Routine check completed. Parameters normal.,0
2026-08-02 14:45:00,MCH-102,68.92,5.07,117.86,1818.57,Routine check completed. Parameters normal.,0
2026-08-02 15:00:00,MCH-103,69.35,4.75,114.24,1831.97,Routine check completed. Parameters normal.,0
2026-08-02 15:15:00,MCH-102,77.78,5.24,77.73,1594.46,Routine check completed. Parameters normal.,0
2026-08-02 15:30:00,MCH-101,57.62,4.93,61.69,2053.14,Critical anomaly detected! Maintenance needed.,1
2026-08-02 15:45:00,MCH-104,58.11,8.18,114.01,1626.77,Critical anomaly detected! Maintenance needed.,1
2026-08-02 16:00:00,MCH-103,66.38,3.54,79.5,1993.89,Routine check completed. Parameters normal.,0
2026-08-02 16:15:00,MCH-101,72.44,3.7,96.63,1885.44,Routine check completed. Parameters normal.,0
2026-08-02 16:30:00,MCH-104,78.73,3.57,82.45,1670.75,Routine check completed. Parameters normal.,0
2026-08-02 16:45:00,MCH-104,92.7,3.67,72.97,2155.06,Critical anomaly detected! Maintenance needed.,1
2026-08-02 17:00:00,MCH-102,85.29,3.54,108.12,1561.27,Elevated sensor readings observed.,0
2026-08-02 17:15:00,MCH-101,73.08,6.28,111.39,1983.83,Elevated sensor readings observed.,0
2026-08-02 17:30:00,MCH-104,74.77,6.63,91.35,2000.12,Elevated sensor readings observed.,0
2026-08-02 17:45:00,MCH-103,62.97,3.64,61.13,1665.88,Critical anomaly detected! Maintenance needed.,1
2026-08-02 18:00:00,MCH-103,74.78,3.25,91.81,2078.49,Routine check completed. Parameters normal.,0
2026-08-02 18:15:00,MCH-102,71.54,5.21,105.88,1749.99,Routine check completed. Parameters normal.,0
2026-08-02 18:30:00,MCH-104,78.87,3.67,77.82,1857.74,Routine check completed. Parameters normal.,0
2026-08-02 18:45:00,MCH-101,65.07,5.45,102.75,1852.06,Routine check completed. Parameters normal.,0
2026-08-02 19:00:00,MCH-103,81.23,4.8,99.77,1773.14,Routine check completed. Parameters normal.,0
2026-08-02 19:15:00,MCH-104,93.39,2.23,108.69,1962.16,Critical anomaly detected! Maintenance needed.,1
2026-08-02 19:30:00,MCH-104,73.69,6.82,101.79,1958.7,Elevated sensor readings observed.,0
2026-08-02 19:45:00,MCH-102,79.82,7.19,85.4,1450.29,Elevated sensor readings observed.,0
2026-08-02 20:00:00,MCH-103,83.28,3.58,117.95,2060.87,Elevated sensor readings observed.,0
2026-08-02 20:15:00,MCH-103,70.19,3.92,97.62,1467.5,Routine check completed. Parameters normal.,0
2026-08-02 20:30:00,MCH-101,77.69,4.93,99.59,2006.51,Routine check completed. Parameters normal.,0
2026-08-02 20:45:00,MCH-103,75.15,5.0,86.0,2025.34,Routine check completed. Parameters normal.,0
2026-08-02 21:00:00,MCH-101,76.17,5.49,93.35,1581.81,Routine check completed. Parameters normal.,0
2026-08-02 21:15:00,MCH-103,65.72,7.52,86.73,1717.84,Critical anomaly detected! Maintenance needed.,1
2026-08-02 21:30:00,MCH-102,75.29,4.23,97.41,1578.86,Routine check completed. Parameters normal.,0
2026-08-02 21:45:00,MCH-103,80.98,3.3,125.68,1757.02,Routine check completed. Parameters normal.,0
2026-08-02 22:00:00,MCH-101,92.41,2.43,79.42,1738.39,Critical anomaly detected! Maintenance needed.,1
2026-08-02 22:15:00,MCH-101,86.51,3.4,75.8,1955.93,Elevated sensor readings observed.,0
2026-08-02 22:30:00,MCH-102,100.84,4.45,122.07,2062.06,Critical anomaly detected! Maintenance needed.,1
2026-08-02 22:45:00,MCH-103,65.79,7.19,96.86,2079.14,Elevated sensor readings observed.,0
2026-08-02 23:00:00,MCH-103,85.47,3.72,89.96,1687.57,Elevated sensor readings observed.,0
2026-08-02 23:15:00,MCH-102,77.2,4.84,115.6,1758.16,Routine check completed. Parameters normal.,0
2026-08-02 23:30:00,MCH-103,101.28,4.48,90.92,1463.31,Critical anomaly detected! Maintenance needed.,1
2026-08-02 23:45:00,MCH-103,65.3,6.28,127.39,1638.83,Elevated sensor readings observed.,0
2026-08-03 00:00:00,MCH-101,64.92,8.29,110.17,1992.97,Critical anomaly detected! Maintenance needed.,1
2026-08-03 00:15:00,MCH-103,67.81,3.7,92.68,2123.12,Routine check completed. Parameters normal.,0
2026-08-03 00:30:00,MCH-103,49.51,3.77,132.36,1553.13,Routine check completed. Parameters normal.,0
2026-08-03 00:45:00,MCH-102,68.69,6.07,90.91,1681.51,Elevated sensor readings observed.,0
2026-08-03 01:00:00,MCH-102,65.89,5.52,111.13,1794.72,Routine check completed. Parameters normal.,0
2026-08-03 01:15:00,MCH-104,76.8,7.27,104.49,1856.03,Critical anomaly detected! Maintenance needed.,1
2026-08-03 01:30:00,MCH-101,79.1,5.38,119.53,1638.08,Routine check completed. Parameters normal.,0
2026-08-03 01:45:00,MCH-103,97.51,3.96,123.42,1884.81,Critical anomaly detected! Maintenance needed.,1
2026-08-03 02:00:00,MCH-103,86.41,5.39,100.48,1705.23,Elevated sensor readings observed.,0
2026-08-03 02:15:00,MCH-104,68.08,6.16,88.7,1797.11,Elevated sensor readings observed.,0
2026-08-03 02:30:00,MCH-103,64.22,5.73,106.9,1909.26,Routine check completed. Parameters normal.,0
2026-08-03 02:45:00,MCH-101,80.9,5.26,89.83,1801.28,Routine check completed. Parameters normal.,0
2026-08-03 03:00:00,MCH-104,59.16,6.1,130.2,1712.72,Elevated sensor readings observed.,0
2026-08-03 03:15:00,MCH-101,96.98,6.25,102.05,1778.08,Critical anomaly detected! Maintenance needed.,1
2026-08-03 03:30:00,MCH-104,89.15,6.57,94.52,1782.33,Elevated sensor readings observed.,0
2026-08-03 03:45:00,MCH-104,69.37,5.47,102.77,1726.0,Routine check completed. Parameters normal.,0
2026-08-03 04:00:00,MCH-102,54.44,4.25,79.79,1748.24,Routine check completed. Parameters normal.,0
2026-08-03 04:15:00,MCH-101,91.25,4.72,85.43,2119.73,Elevated sensor readings observed.,0
2026-08-03 04:30:00,MCH-103,73.63,6.31,118.01,1912.18,Elevated sensor readings observed.,0
2026-08-03 04:45:00,MCH-103,89.85,3.27,90.15,1740.9,Elevated sensor readings observed.,0
2026-08-03 05:00:00,MCH-101,55.87,5.05,84.3,1939.39,Routine check completed. Parameters normal.,0
2026-08-03 05:15:00,MCH-103,67.81,3.91,108.05,1733.24,Routine check completed. Parameters normal.,0
2026-08-03 05:30:00,MCH-103,75.06,4.54,117.79,2034.62,Routine check completed. Parameters normal.,0
2026-08-03 05:45:00,MCH-101,75.56,6.42,110.78,1873.93,Elevated sensor readings observed.,0
2026-08-03 06:00:00,MCH-104,69.6,4.79,114.94,1778.54,Routine check completed. Parameters normal.,0
2026-08-03 06:15:00,MCH-101,82.47,4.57,88.65,1889.54,Routine check completed. Parameters normal.,0
2026-08-03 06:30:00,MCH-104,62.19,2.46,78.67,1485.82,Routine check completed. Parameters normal.,0
2026-08-03 06:45:00,MCH-103,73.29,5.62,122.52,1574.65,Routine check completed. Parameters normal.,0
2026-08-03 07:00:00,MCH-103,76.44,5.47,95.16,1561.21,Routine check completed. Parameters normal.,0
2026-08-03 07:15:00,MCH-103,81.17,7.74,96.24,1828.59,Critical anomaly detected! Maintenance needed.,1
2026-08-03 07:30:00,MCH-102,83.54,4.04,119.92,2146.5,Elevated sensor readings observed.,0
2026-08-03 07:45:00,MCH-104,61.5,4.83,108.34,2246.26,Routine check completed. Parameters normal.,0
2026-08-03 08:00:00,MCH-102,56.59,4.87,106.84,1927.61,Routine check completed. Parameters normal.,0
2026-08-03 08:15:00,MCH-102,90.33,6.87,132.48,1900.17,Elevated sensor readings observed.,0
2026-08-03 08:30:00,MCH-101,78.99,4.36,90.35,1439.79,Routine check completed. Parameters normal.,0
2026-08-03 08:45:00,MCH-102,66.02,4.92,113.92,1691.47,Routine check completed. Parameters normal.,0
2026-08-03 09:00:00,MCH-101,93.61,5.41,100.86,1642.44,Critical anomaly detected! Maintenance needed.,1
2026-08-03 09:15:00,MCH-101,76.39,4.78,104.03,1675.83,Routine check completed. Parameters normal.,0
2026-08-03 09:30:00,MCH-102,89.15,3.83,122.93,1766.37,Elevated sensor readings observed.,0
2026-08-03 09:45:00,MCH-104,75.81,4.79,107.62,1705.58,Routine check completed. Parameters normal.,0
2026-08-03 10:00:00,MCH-104,99.73,6.11,108.07,1404.14,Critical anomaly detected! Maintenance needed.,1
2026-08-03 10:15:00,MCH-104,96.06,2.96,116.09,1949.58,Critical anomaly detected! Maintenance needed.,1
2026-08-03 10:30:00,MCH-104,72.01,4.7,94.53,1585.45,Routine check completed. Parameters normal.,0
2026-08-03 10:45:00,MCH-104,86.66,3.45,87.41,1847.85,Elevated sensor readings observed.,0
2026-08-03 11:00:00,MCH-102,82.74,6.29,84.33,2214.82,Elevated sensor readings observed.,0
2026-08-03 11:15:00,MCH-102,91.42,2.22,70.5,1616.12,Critical anomaly detected! Maintenance needed.,1
2026-08-03 11:30:00,MCH-103,63.42,3.66,130.84,1293.94,Routine check completed. Parameters normal.,0
2026-08-03 11:45:00,MCH-104,83.23,5.07,83.45,1742.8,Elevated sensor readings observed.,0
2026-08-03 12:00:00,MCH-102,87.7,6.85,96.68,2020.19,Elevated sensor readings observed.,0
2026-08-03 12:15:00,MCH-103,53.9,4.4,95.85,2191.67,Routine check completed. Parameters normal.,0
2026-08-03 12:30:00,MCH-104,60.8,3.67,104.61,1554.09,Routine check completed. Parameters normal.,0
2026-08-03 12:45:00,MCH-101,50.53,7.32,112.24,1899.34,Critical anomaly detected! Maintenance needed.,1
2026-08-03 13:00:00,MCH-103,71.77,2.33,112.91,1706.94,Routine check completed. Parameters normal.,0
2026-08-03 13:15:00,MCH-102,83.61,1.2,91.25,1778.81,Elevated sensor readings observed.,0
2026-08-03 13:30:00,MCH-101,93.03,5.16,97.49,2328.87,Critical anomaly detected! Maintenance needed.,1
2026-08-03 13:45:00,MCH-101,75.89,3.75,104.24,1499.41,Routine check completed. Parameters normal.,0
2026-08-03 14:00:00,MCH-101,94.54,2.97,96.27,1850.75,Critical anomaly detected! Maintenance needed.,1
2026-08-03 14:15:00,MCH-103,58.44,5.56,124.11,1893.54,Routine check completed. Parameters normal.,0
2026-08-03 14:30:00,MCH-102,54.56,4.87,107.36,2017.16,Routine check completed. Parameters normal.,0
2026-08-03 14:45:00,MCH-101,74.33,3.65,111.02,1819.6,Routine check completed. Parameters normal.,0
2026-08-03 15:00:00,MCH-104,79.61,2.58,109.94,1861.61,Routine check completed. Parameters normal.,0
2026-08-03 15:15:00,MCH-101,74.61,5.81,117.6,1721.67,Elevated sensor readings observed.,0
2026-08-03 15:30:00,MCH-101,50.19,5.48,102.72,1853.83,Routine check completed. Parameters normal.,0
2026-08-03 15:45:00,MCH-103,73.93,4.35,80.55,1731.36,Routine check completed. Parameters normal.,0
2026-08-03 16:00:00,MCH-103,59.35,7.27,106.0,1924.31,Critical anomaly detected! Maintenance needed.,1
2026-08-03 16:15:00,MCH-102,83.04,2.89,90.23,1726.08,Elevated sensor readings observed.,0
2026-08-03 16:30:00,MCH-104,79.4,2.21,92.07,1875.42,Routine check completed. Parameters normal.,0
2026-08-03 16:45:00,MCH-103,63.72,3.46,108.8,1794.15,Routine check completed. Parameters normal.,0
2026-08-03 17:00:00,MCH-101,68.83,4.43,118.57,2025.21,Routine check completed. Parameters normal.,0
2026-08-03 17:15:00,MCH-102,62.29,4.87,100.32,1789.72,Routine check completed. Parameters normal.,0
